PLATE,MJD,RACEN,DECCEN,RUN2D,RUN1D,QUALITY,SN^2,N_gal,N_QSO,N_star,N_unk,N_sky,SURVEY,PROG,CHUNK,TILEID,PUBLIC
3849,55274,191.31,-0.00,v5_7_0,v5_7_0,good,17.5,472,121,153,173,81,boss,boss,boss4,10214,DR9
3850,55575,193.50,-0.00,v5_7_0,v5_7_0,good,15.1,488,108,118,206,80,boss,boss,boss4,10216,DR9
3851,55302,229.68,28.00,v5_7_0,v5_7_0,good,25.2,598,135,109,78,80,boss,boss,boss5,10245,DR9
3852,55243,207.58,37.38,v5_7_0,v5_7_0,good,25.5,582,176,90,66,86,boss,boss,boss5,10249,DR9
3853,55268,207.84,35.31,v5_7_0,v5_7_0,good,18.0,570,152,101,75,102,boss,boss,boss5,10253,DR9
3854,55247,210.55,36.59,v5_7_0,v5_7_0,good,26.1,608,145,100,67,80,boss,boss,boss5,10254,DR9
3855,55268,212.78,36.09,v5_7_0,v5_7_0,good,25.6,633,139,100,48,80,boss,boss,boss5,10255,DR9
3856,55269,206.47,33.46,v5_7_0,v5_7_0,good,26.4,558,166,115,80,81,boss,boss,boss5,10257,DR9
3857,55272,209.82,34.42,v5_7_0,v5_7_0,good,18.8,594,150,87,71,98,boss,boss,boss5,10258,DR9
3858,55273,212.19,34.08,v5_7_0,v5_7_0,good,21.1,625,143,101,37,94,boss,boss,boss5,10259,DR9
3859,55246,215.31,35.35,v5_7_0,v5_7_0,good,23.6,577,167,105,70,81,boss,boss,boss5,10260,DR9
3860,55269,217.83,34.70,v5_7_0,v5_7_0,good,19.8,628,138,95,51,88,boss,boss,boss5,10261,DR9
3861,55274,208.74,32.56,v5_7_0,v5_7_0,good,26.1,591,166,101,58,84,boss,boss,boss5,10262,DR9
3862,55276,211.35,32.05,v5_7_0,v5_7_0,good,17.0,589,128,115,83,85,boss,boss,boss5,10263,DR9
3863,55280,214.52,33.58,v5_7_0,v5_7_0,good,14.5,594,136,94,89,87,boss,boss,boss5,10264,DR9
3864,55649,216.95,32.81,v5_7_0,v5_7_0,good,17.7,561,164,99,77,99,boss,boss,boss5,10265,DR9
3865,55272,219.78,33.95,v5_7_0,v5_7_0,good,35.4,654,129,91,46,80,boss,boss,boss5,10266,DR9
3866,55623,213.78,31.49,v5_7_0,v5_7_0,good,16.9,583,155,101,73,88,boss,boss,boss5,10267,DR9
3867,55652,216.07,30.90,v5_7_0,v5_7_0,good,13.3,614,135,68,101,82,boss,boss,boss5,10268,DR9
3868,55360,219.56,31.89,v5_7_0,v5_7_0,good,16.6,603,134,81,80,102,boss,boss,boss5,10269,DR9
3869,55273,222.09,32.39,v5_7_0,v5_7_0,good,17.1,594,141,100,79,86,boss,boss,boss5,10270,DR9
3870,55273,224.26,32.75,v5_7_0,v5_7_0,good,23.5,602,156,86,67,89,boss,boss,boss5,10271,DR9
3871,55307,228.44,29.93,v5_7_0,v5_7_0,good,19.1,592,143,93,92,80,boss,boss,boss5,10272,DR9
3872,55382,227.12,27.66,v5_7_0,v5_7_0,good,20.1,549,159,115,97,80,boss,boss,boss5,10273,DR9
3873,55277,218.27,30.31,v5_7_0,v5_7_0,good,14.8,604,123,94,85,94,boss,boss,boss5,10274,DR9
3874,55280,221.09,29.95,v5_7_0,v5_7_0,good,18.2,587,136,91,106,80,boss,boss,boss5,10275,DR9
3875,55364,224.07,30.58,v5_7_0,v5_7_0,good,17.7,551,164,78,120,87,boss,boss,boss5,10276,DR9
3876,55245,226.42,31.23,v5_7_0,v5_7_0,good,19.3,574,163,101,82,80,boss,boss,boss5,10277,DR9
3877,55365,225.84,28.60,v5_7_0,v5_7_0,good,23.6,613,120,118,69,80,boss,boss,boss5,10278,DR9
3878,55361,223.01,28.94,v5_7_0,v5_7_0,good,17.1,551,146,108,105,90,boss,boss,boss5,10279,DR9
3879,55244,230.48,30.05,v5_7_0,v5_7_0,good,43.8,612,130,138,40,80,boss,boss,boss5,10280,DR9
3922,55333,240.14,16.30,v5_7_0,v5_7_0,good,17.7,473,148,178,121,80,boss,boss,boss6,10281,DR9
3923,55325,239.07,14.83,v5_7_0,v5_7_0,good,21.6,520,113,184,103,80,boss,boss,boss6,10282,DR9
3924,55332,241.92,19.80,v5_7_0,v5_7_0,good,17.4,405,147,192,176,80,boss,boss,boss6,10283,DR9
3925,55338,240.63,17.91,v5_7_0,v5_7_0,good,23.5,495,114,186,125,80,boss,boss,boss6,10284,DR9
3926,55327,238.05,17.02,v5_7_0,v5_7_0,good,14.5,545,105,158,112,80,boss,boss,boss6,10285,DR9
3927,55333,236.84,15.40,v5_7_0,v5_7_0,good,23.3,523,119,167,111,80,boss,boss,boss6,10286,DR9
3928,55331,243.33,23.00,v5_7_0,v5_7_0,good,21.0,471,130,153,166,80,boss,boss,boss6,10287,DR9
3929,55335,242.01,21.79,v5_7_0,v5_7_0,good,18.9,478,95,160,187,80,boss,boss,boss6,10288,DR9
3930,55332,239.93,20.21,v5_7_0,v5_7_0,good,17.4,460,139,189,128,84,boss,boss,boss6,10289,DR9
3931,55350,238.34,18.87,v5_7_0,v5_7_0,good,17.4,500,121,160,139,80,boss,boss,boss6,10290,DR9
3932,55337,236.03,17.49,v5_7_0,v5_7_0,good,17.0,525,123,142,116,94,boss,boss,boss6,10291,DR9
3933,55335,234.36,16.09,v5_7_0,v5_7_0,good,22.4,531,124,151,102,92,boss,boss,boss6,10292,DR9
3934,55336,241.13,24.10,v5_7_0,v5_7_0,good,20.8,559,125,122,114,80,boss,boss,boss6,10293,DR9
3935,55326,239.57,22.37,v5_7_0,v5_7_0,good,14.0,522,110,132,156,80,boss,boss,boss6,10294,DR9
3936,55302,237.75,21.11,v5_7_0,v5_7_0,good,22.9,470,142,200,92,96,boss,boss,boss6,10295,DR9
3937,55352,235.82,19.60,v5_7_0,v5_7_0,good,21.7,464,147,174,120,95,boss,boss,boss6,10296,DR9
3938,55328,233.69,18.57,v5_7_0,v5_7_0,good,16.6,495,132,138,142,93,boss,boss,boss6,10297,DR9
3939,55633,232.19,16.67,v5_7_0,v5_7_0,good,19.0,541,122,123,118,96,boss,boss,boss6,10298,DR9
3940,55327,239.85,25.27,v5_7_0,v5_7_0,good,18.6,568,121,132,92,87,boss,boss,boss6,10299,DR9
3941,55321,238.28,24.01,v5_7_0,v5_7_0,good,18.8,545,138,128,106,83,boss,boss,boss6,10300,DR9
3942,55338,236.69,23.33,v5_7_0,v5_7_0,good,18.6,530,110,126,136,98,boss,boss,boss6,10301,DR9
3943,55336,235.10,21.62,v5_7_0,v5_7_0,good,19.1,520,116,158,116,90,boss,boss,boss6,10302,DR9
3944,55660,232.84,20.20,v5_7_0,v5_7_0,good,18.0,555,121,132,104,88,boss,boss,boss6,10303,DR9
3945,55648,231.10,18.30,v5_7_0,v5_7_0,good,17.2,498,116,130,148,108,boss,boss,boss6,10304,DR9
3946,55659,237.79,26.31,v5_7_0,v5_7_0,good,25.3,572,119,152,72,85,boss,boss,boss6,10305,DR9
3947,55332,235.74,25.22,v5_7_0,v5_7_0,good,14.5,542,140,108,123,87,boss,boss,boss6,10306,DR9
3948,55331,234.08,23.49,v5_7_0,v5_7_0,good,21.3,532,133,155,98,82,boss,boss,boss6,10307,DR9
3949,55650,232.46,21.81,v5_7_0,v5_7_0,good,15.3,535,114,125,128,98,boss,boss,boss6,10308,DR9
3950,55680,230.34,20.39,v5_7_0,v5_7_0,good,20.2,558,127,122,113,80,boss,boss,boss6,10309,DR9
3951,55681,228.97,18.31,v5_7_0,v5_7_0,good,13.3,568,115,104,133,80,boss,boss,boss6,10310,DR9
3952,55330,235.38,27.30,v5_7_0,v5_7_0,good,20.3,568,142,99,111,80,boss,boss,boss6,10311,DR9
3953,55322,233.45,25.61,v5_7_0,v5_7_0,good,17.0,560,126,116,117,81,boss,boss,boss6,10312,DR9
3954,55680,231.85,23.77,v5_7_0,v5_7_0,good,18.8,577,111,134,88,90,boss,boss,boss6,10313,DR9
3955,55678,230.17,22.11,v5_7_0,v5_7_0,good,12.8,562,109,92,142,95,boss,boss,boss6,10314,DR9
3956,55656,227.69,20.24,v5_7_0,v5_7_0,good,18.8,562,127,116,115,80,boss,boss,boss6,10315,DR9
3957,55664,226.78,18.56,v5_7_0,v5_7_0,good,14.9,587,126,115,92,80,boss,boss,boss6,10316,DR9
3958,55329,233.71,28.44,v5_7_0,v5_7_0,good,13.7,574,111,91,118,106,boss,boss,boss6,10317,DR9
3959,55679,232.33,27.16,v5_7_0,v5_7_0,good,18.6,555,136,116,97,96,boss,boss,boss6,10318,DR9
3960,55663,230.59,25.50,v5_7_0,v5_7_0,good,18.2,514,152,149,76,109,boss,boss,boss6,10319,DR9
3961,55654,229.05,24.13,v5_7_0,v5_7_0,good,15.1,527,124,133,110,106,boss,boss,boss6,10320,DR9
3962,55660,227.86,22.21,v5_7_0,v5_7_0,good,16.2,577,106,106,99,112,boss,boss,boss6,10321,DR9
3963,55659,232.00,29.00,v5_7_0,v5_7_0,good,15.4,571,130,127,92,80,boss,boss,boss6,10322,DR9
3964,55648,229.00,25.80,v5_7_0,v5_7_0,good,13.9,535,133,92,122,118,boss,boss,boss6,10323,DR9
3965,55302,186.66,37.23,v5_7_0,v5_7_0,good,16.4,561,171,103,83,82,boss,boss,boss5,10241,DR9
3966,55571,186.79,34.80,v5_7_0,v5_7_0,good,13.1,569,129,75,141,86,boss,boss,boss5,10237,DR9
3967,55704,186.88,39.43,v5_7_0,v5_7_0,good,14.3,603,161,85,71,80,boss,boss,boss5,10243,DR9
3968,55590,189.03,35.49,v5_7_0,v5_7_0,good,18.5,648,140,78,54,80,boss,boss,boss5,10236,DR9
3969,55307,189.42,37.42,v5_7_0,v5_7_0,good,15.9,571,172,88,75,94,boss,boss,boss5,10240,DR9
3970,55591,189.62,39.70,v5_7_0,v5_7_0,good,15.2,626,135,87,62,90,boss,boss,boss5,10242,DR9
3971,55322,191.11,34.77,v5_7_0,v5_7_0,good,15.9,621,142,83,68,86,boss,boss,boss5,10232,DR9
3972,55589,192.14,38.77,v5_7_0,v5_7_0,good,15.8,565,149,102,85,99,boss,boss,boss5,10239,DR9
3973,55323,192.17,36.41,v5_7_0,v5_7_0,good,18.8,630,129,67,86,88,boss,boss,boss5,10235,DR9
3974,55320,193.89,34.59,v5_7_0,v5_7_0,good,24.4,641,141,100,38,80,boss,boss,boss5,10231,DR9
3975,55321,194.33,36.89,v5_7_0,v5_7_0,good,14.8,619,144,90,67,80,boss,boss,boss5,10234,DR9
3976,55302,194.70,39.26,v5_7_0,v5_7_0,good,15.2,635,119,80,78,88,boss,boss,boss5,10238,DR9
3977,55335,196.37,35.47,v5_7_0,v5_7_0,good,12.6,524,130,59,207,80,boss,boss,boss5,10230,DR9
3978,55330,196.82,37.98,v5_7_0,v5_7_0,good,14.2,530,146,70,172,82,boss,boss,boss5,10233,DR9
3979,55597,198.76,36.30,v5_7_0,v5_7_0,good,14.4,452,137,90,220,101,boss,boss,boss5,10246,DR9
3980,55331,198.99,34.07,v5_7_0,v5_7_0,good,16.8,594,148,94,71,93,boss,boss,boss5,10250,DR9
3981,55603,199.50,38.56,v5_7_0,v5_7_0,good,17.1,593,174,83,70,80,boss,boss,boss5,10229,DR9
3982,55332,201.66,34.62,v5_7_0,v5_7_0,good,21.6,561,165,98,72,104,boss,boss,boss5,10251,DR9
3983,55603,201.87,36.50,v5_7_0,v5_7_0,good,29.9,577,173,106,50,94,boss,boss,boss5,10247,DR9
3984,55333,202.29,38.35,v5_7_0,v5_7_0,good,20.5,607,139,93,75,86,boss,boss,boss5,10244,DR9
3985,55320,203.84,33.30,v5_7_0,v5_7_0,good,16.8,605,143,82,79,91,boss,boss,boss5,10256,DR9
3986,55329,204.73,35.56,v5_7_0,v5_7_0,good,16.3,581,161,82,96,80,boss,boss,boss5,10252,DR9
3987,55590,205.03,37.65,v5_7_0,v5_7_0,good,13.0,593,156,83,83,85,boss,boss,boss5,10248,DR9
4004,55321,199.00,0.09,v5_7_0,v5_7_0,good,16.7,660,120,89,49,82,boss,boss,boss7,10324,DR9
4005,55325,195.48,1.88,v5_7_0,v5_7_0,good,16.2,656,124,91,49,80,boss,boss,boss7,10325,DR9
4006,55328,200.41,2.00,v5_7_0,v5_7_0,good,15.9,610,108,109,77,96,boss,boss,boss7,10326,DR9
4007,55327,197.94,2.08,v5_7_0,v5_7_0,good,18.0,606,127,105,65,97,boss,boss,boss7,10327,DR9
4008,55356,235.32,-0.19,v5_7_0,v5_7_0,good,26.5,681,77,123,39,80,boss,boss,boss7,10328,DR9
4009,55648,232.14,2.05,v5_7_0,v5_7_0,good,12.6,626,104,118,56,96,boss,boss,boss7,10329,DR9
4010,55350,233.11,-0.27,v5_7_0,v5_7_0,good,27.1,665,107,104,44,80,boss,boss,boss7,10330,DR9
4011,55635,229.95,2.13,v5_7_0,v5_7_0,good,20.3,575,135,144,50,96,boss,boss,boss7,10331,DR9
4012,55327,230.98,-0.18,v5_7_0,v5_7_0,good,22.5,589,129,127,47,108,boss,boss,boss7,10332,DR9
4013,55629,227.47,2.14,v5_7_0,v5_7_0,good,16.1,547,109,135,106,103,boss,boss,boss7,10333,DR9
4014,55630,228.71,-0.04,v5_7_0,v5_7_0,good,15.1,557,131,135,72,105,boss,boss,boss7,10334,DR9
4015,55624,224.80,2.17,v5_7_0,v5_7_0,good,18.8,596,125,112,71,96,boss,boss,boss7,10335,DR9
4016,55632,226.11,0.32,v5_7_0,v5_7_0,good,16.3,594,112,112,76,106,boss,boss,boss7,10336,DR9
4017,55329,227.45,-1.68,v5_7_0,v5_7_0,good,21.1,602,104,125,66,103,boss,boss,boss7,10337,DR9
4018,55622,222.40,2.05,v5_7_0,v5_7_0,good,20.4,631,112,128,34,95,boss,boss,boss7,10338,DR9
4019,55363,223.69,0.11,v5_7_0,v5_7_0,good,20.2,633,118,94,63,92,boss,boss,boss7,10339,DR9
4020,55332,224.99,-1.82,v5_7_0,v5_7_0,good,19.9,653,93,97,65,92,boss,boss,boss7,10340,DR9
4021,55620,220.28,2.00,v5_7_0,v5_7_0,good,12.6,582,114,101,92,111,boss,boss,boss7,10341,DR9
4022,55352,221.13,-0.16,v5_7_0,v5_7_0,good,16.8,623,116,93,73,95,boss,boss,boss7,10342,DR9
4023,55328,222.50,-1.98,v5_7_0,v5_7_0,good,16.8,656,94,102,60,88,boss,boss,boss7,10343,DR9
4024,55646,218.11,2.07,v5_7_0,v5_7_0,good,13.1,615,102,109,74,100,boss,boss,boss7,10344,DR9
4025,55350,218.76,-0.12,v5_7_0,v5_7_0,good,20.6,650,97,117,56,80,boss,boss,boss7,10345,DR9
4026,55325,220.02,-2.00,v5_7_0,v5_7_0,good,14.4,619,93,108,79,101,boss,boss,boss7,10346,DR9
4027,55629,215.85,1.92,v5_7_0,v5_7_0,good,18.8,678,85,114,37,86,boss,boss,boss7,10347,DR9
4028,55621,216.45,0.01,v5_7_0,v5_7_0,good,18.1,626,73,176,45,80,boss,boss,boss7,10348,DR9
4029,55618,217.85,-2.02,v5_7_0,v5_7_0,good,13.0,617,117,107,76,83,boss,boss,boss7,10349,DR9
4030,55634,213.86,2.08,v5_7_0,v5_7_0,good,13.3,667,86,92,58,97,boss,boss,boss7,10350,DR9
4031,55604,214.96,-0.22,v5_7_0,v5_7_0,good,16.7,642,68,166,44,80,boss,boss,boss7,10351,DR9
4032,55333,215.66,-2.09,v5_7_0,v5_7_0,good,17.9,563,90,146,74,127,boss,boss,boss7,10352,DR9
4033,55332,211.42,2.10,v5_7_0,v5_7_0,good,15.7,667,81,101,69,82,boss,boss,boss7,10353,DR9
4034,55635,212.61,0.05,v5_7_0,v5_7_0,good,13.3,620,102,96,73,109,boss,boss,boss7,10354,DR9
4035,55383,213.29,-2.19,v5_7_0,v5_7_0,good,19.8,650,93,102,67,88,boss,boss,boss7,10355,DR9
4036,55330,209.11,2.16,v5_7_0,v5_7_0,good,13.8,615,113,114,58,100,boss,boss,boss7,10356,DR9
4037,55631,210.30,-0.03,v5_7_0,v5_7_0,good,16.1,613,121,105,65,96,boss,boss,boss7,10357,DR9
4038,55363,211.32,-2.22,v5_7_0,v5_7_0,good,17.5,615,104,99,74,108,boss,boss,boss7,10358,DR9
4039,55648,206.74,2.01,v5_7_0,v5_7_0,good,12.9,656,97,95,72,80,boss,boss,boss7,10359,DR9
4040,55605,207.84,-0.09,v5_7_0,v5_7_0,good,16.1,641,114,95,69,81,boss,boss,boss7,10360,DR9
4041,55361,209.08,-2.19,v5_7_0,v5_7_0,good,19.0,628,105,112,63,92,boss,boss,boss7,10361,DR9
4042,55626,204.67,2.04,v5_7_0,v5_7_0,good,12.2,608,96,102,97,97,boss,boss,boss7,10362,DR9
4043,55630,205.94,-0.09,v5_7_0,v5_7_0,good,20.5,672,114,89,45,80,boss,boss,boss7,10363,DR9
4044,55359,206.92,-2.39,v5_7_0,v5_7_0,good,20.2,715,87,77,41,80,boss,boss,boss7,10364,DR9
4045,55622,202.62,2.06,v5_7_0,v5_7_0,good,14.7,658,103,95,63,81,boss,boss,boss7,10365,DR9
4046,55605,203.87,-0.23,v5_7_0,v5_7_0,good,12.4,642,115,90,57,96,boss,boss,boss7,10366,DR9
4047,55352,204.85,-2.41,v5_7_0,v5_7_0,good,17.0,683,91,80,66,80,boss,boss,boss7,10367,DR9
4048,55602,202.77,-2.40,v5_7_0,v5_7_0,good,22.9,688,85,88,59,80,boss,boss,boss7,10368,DR9
4049,55591,200.56,-2.29,v5_7_0,v5_7_0,good,13.9,646,105,82,87,80,boss,boss,boss7,10369,DR9
4050,55599,201.47,-0.23,v5_7_0,v5_7_0,good,13.9,608,139,93,50,110,boss,boss,boss7,10370,DR9
4051,55337,195.78,-0.62,v5_7_0,v5_7_0,good,16.2,605,122,83,53,137,boss,boss,boss7,10371,DR9
4052,55600,196.58,0.15,v5_7_0,v5_7_0,good,12.1,609,103,83,65,140,boss,boss,boss7,10372,DR9
4052,55589,196.58,0.15,v5_7_0,v5_7_0,good,10.9,590,97,82,91,140,boss,boss,boss7,10372,DR9
4053,55591,198.23,-2.15,v5_7_0,v5_7_0,good,14.1,618,127,91,82,82,boss,boss,boss7,10373,DR9
4054,55358,234.28,2.06,v5_7_0,v5_7_0,good,20.6,672,79,110,52,87,boss,boss,boss7,10374,DR9
4055,55359,236.44,1.83,v5_7_0,v5_7_0,good,24.8,640,94,122,59,85,boss,boss,boss7,10375,DR9
4056,55357,246.86,15.51,v5_7_0,v5_7_0,good,19.9,590,95,147,57,111,boss,boss,boss8,10376,DR9
4057,55357,244.52,20.80,v5_7_0,v5_7_0,good,20.4,580,118,127,45,130,boss,boss,boss8,10377,DR9
4058,55358,246.01,21.50,v5_7_0,v5_7_0,good,20.9,582,126,123,47,122,boss,boss,boss8,10378,DR9
4059,55360,251.51,16.90,v5_7_0,v5_7_0,good,19.7,660,80,118,62,80,boss,boss,boss8,10379,DR9
4060,55359,245.97,19.29,v5_7_0,v5_7_0,good,19.2,577,111,133,61,118,boss,boss,boss8,10380,DR9
4061,55362,248.27,19.81,v5_7_0,v5_7_0,good,20.3,633,116,123,39,89,boss,boss,boss8,10381,DR9
4062,55383,250.11,18.46,v5_7_0,v5_7_0,good,23.2,703,85,89,43,80,boss,boss,boss8,10382,DR9
4063,55364,249.28,16.38,v5_7_0,v5_7_0,good,26.1,653,83,137,47,80,boss,boss,boss8,10383,DR9
4064,55366,247.82,17.77,v5_7_0,v5_7_0,good,26.8,656,77,135,32,100,boss,boss,boss8,10384,DR9
4065,55368,250.46,14.63,v5_7_0,v5_7_0,good,23.6,667,78,132,43,80,boss,boss,boss8,10385,DR9
4066,55444,247.78,11.79,v5_7_0,v5_7_0,good,19.9,634,82,130,51,103,boss,boss,boss8,10386,DR9
4067,55361,245.81,13.02,v5_7_0,v5_7_0,good,21.6,624,110,131,55,80,boss,boss,boss8,10387,DR9
4068,55445,248.39,13.81,v5_7_0,v5_7_0,good,19.1,583,97,142,49,129,boss,boss,boss8,10388,DR9
4069,55365,243.46,18.54,v5_7_0,v5_7_0,good,18.5,556,120,136,60,128,boss,boss,boss8,10389,DR9
4070,55681,243.65,13.35,v5_7_0,v5_7_0,good,12.5,620,123,96,66,95,boss,boss,boss8,10390,DR9
4071,55660,241.79,14.34,v5_7_0,v5_7_0,good,16.5,656,99,118,47,80,boss,boss,boss8,10391,DR9
4072,55362,242.34,16.65,v5_7_0,v5_7_0,good,18.8,625,104,117,46,108,boss,boss,boss8,10392,DR9
4073,55663,245.19,17.38,v5_7_0,v5_7_0,good,15.7,558,110,119,87,126,boss,boss,boss8,10393,DR9
4074,55679,244.35,15.33,v5_7_0,v5_7_0,good,11.7,602,104,114,75,105,boss,boss,boss8,10394,DR9
4075,55352,249.70,12.00,v5_7_0,v5_7_0,good,17.5,534,108,146,73,139,boss,boss,boss8,10395,DR9
4077,55361,319.70,3.55,v5_7_0,v5_7_0,good,25.8,627,96,133,58,86,boss,boss,boss9,10396,DR9
4078,55358,318.29,5.48,v5_7_0,v5_7_0,good,24.0,645,64,152,59,80,boss,boss,boss9,10397,DR9
4079,55363,317.45,7.56,v5_7_0,v5_7_0,good,28.0,636,75,173,36,80,boss,boss,boss9,10398,DR9
4080,55471,321.96,3.57,v5_7_0,v5_7_0,good,20.7,678,84,119,39,80,boss,boss,boss9,10399,DR9
4080,55368,321.96,3.57,v5_7_0,v5_7_0,good,10.6,655,81,106,78,80,boss,boss,boss9,10399,DR9
4081,55365,320.65,5.59,v5_7_0,v5_7_0,good,22.8,649,79,138,54,80,boss,boss,boss9,10400,DR9
4082,55367,319.59,7.69,v5_7_0,v5_7_0,good,21.1,636,81,160,35,88,boss,boss,boss9,10401,DR9
4083,55443,324.26,3.45,v5_7_0,v5_7_0,good,22.7,696,69,99,42,94,boss,boss,boss9,10402,DR9
4083,55441,324.26,3.45,v5_7_0,v5_7_0,good,22.0,704,69,98,35,94,boss,boss,boss9,10402,DR9
4084,55447,322.77,5.46,v5_7_0,v5_7_0,good,24.2,642,94,142,36,86,boss,boss,boss9,10403,DR9
4085,55452,321.72,7.56,v5_7_0,v5_7_0,good,19.9,625,98,128,55,94,boss,boss,boss9,10404,DR9
4086,55446,326.39,3.45,v5_7_0,v5_7_0,good,20.7,715,72,86,47,80,boss,boss,boss9,10405,DR9
4087,55449,324.93,5.59,v5_7_0,v5_7_0,good,18.6,637,91,120,42,110,boss,boss,boss9,10406,DR9
4088,55451,324.13,7.63,v5_7_0,v5_7_0,good,16.1,622,111,105,50,112,boss,boss,boss9,10407,DR9
4089,55470,322.60,9.26,v5_7_0,v5_7_0,good,23.6,628,100,132,27,113,boss,boss,boss9,10408,DR9
4090,55500,328.63,3.51,v5_7_0,v5_7_0,good,18.4,685,84,81,70,80,boss,boss,boss9,10409,DR9
4091,55498,327.02,5.24,v5_7_0,v5_7_0,good,28.3,683,86,94,26,111,boss,boss,boss9,10410,DR9
4092,55477,326.48,7.47,v5_7_0,v5_7_0,good,27.0,677,82,103,50,88,boss,boss,boss9,10411,DR9
4093,55475,324.98,9.56,v5_7_0,v5_7_0,good,23.9,665,93,104,44,94,boss,boss,boss9,10412,DR9
4094,55481,327.08,9.57,v5_7_0,v5_7_0,good,23.9,667,88,115,43,87,boss,boss,boss9,10413,DR9
4095,55497,328.98,9.61,v5_7_0,v5_7_0,good,17.9,649,93,91,87,80,boss,boss,boss9,10414,DR9
4096,55501,329.06,5.34,v5_7_0,v5_7_0,good,16.5,661,69,103,48,119,boss,boss,boss9,10415,DR9
4097,55506,328.74,7.59,v5_7_0,v5_7_0,good,25.9,710,92,88,29,81,boss,boss,boss9,10416,DR9
4174,55659,257.00,22.01,v5_7_0,v5_7_0,good,16.0,587,90,175,68,80,boss,boss,boss10,10417,DR9
4175,55680,255.12,20.35,v5_7_0,v5_7_0,good,22.3,577,121,146,51,105,boss,boss,boss10,10418,DR9
4176,55682,253.36,18.55,v5_7_0,v5_7_0,good,19.4,602,106,137,58,97,boss,boss,boss10,10419,DR9
4177,55688,255.93,24.05,v5_7_0,v5_7_0,good,15.8,570,92,193,61,84,boss,boss,boss10,10420,DR9
4178,55653,254.24,22.13,v5_7_0,v5_7_0,good,23.1,621,108,146,28,97,boss,boss,boss10,10421,DR9
4179,55684,252.39,20.07,v5_7_0,v5_7_0,good,15.5,605,97,119,63,116,boss,boss,boss10,10422,DR9
4180,55679,254.51,26.16,v5_7_0,v5_7_0,good,15.2,576,120,143,62,99,boss,boss,boss10,10423,DR9
4181,55685,253.07,24.20,v5_7_0,v5_7_0,good,15.5,581,113,120,68,118,boss,boss,boss10,10424,DR9
4182,55446,251.64,22.47,v5_7_0,v5_7_0,good,20.5,588,132,128,34,118,boss,boss,boss10,10425,DR9
4183,55447,250.18,20.50,v5_7_0,v5_7_0,good,20.2,555,137,128,55,125,boss,boss,boss10,10426,DR9
4184,55450,246.66,22.99,v5_7_0,v5_7_0,good,19.2,597,133,111,63,96,boss,boss,boss10,10427,DR9
4185,55469,252.24,26.58,v5_7_0,v5_7_0,good,27.7,609,105,146,58,82,boss,boss,boss10,10428,DR9
4186,55691,250.49,24.42,v5_7_0,v5_7_0,good,14.5,614,108,107,81,90,boss,boss,boss10,10429,DR9
4187,55693,248.90,22.42,v5_7_0,v5_7_0,good,16.3,606,127,118,62,87,boss,boss,boss10,10430,DR9
4188,55684,247.95,24.81,v5_7_0,v5_7_0,good,15.4,657,112,84,67,80,boss,boss,boss10,10431,DR9
4189,55679,251.52,28.56,v5_7_0,v5_7_0,good,16.9,619,110,130,58,83,boss,boss,boss10,10432,DR9
4190,55686,249.64,26.69,v5_7_0,v5_7_0,good,15.4,600,116,127,64,93,boss,boss,boss10,10433,DR9
4191,55444,318.00,0.00,v5_7_0,v5_7_0,good,30.0,593,169,115,43,80,boss,boss,boss11,10434,DR9
4192,55469,319.68,0.00,v5_7_0,v5_7_0,good,23.8,619,155,99,47,80,boss,boss,boss11,10435,DR9
4193,55476,321.37,0.00,v5_7_0,v5_7_0,good,26.6,601,169,106,44,80,boss,boss,boss11,10436,DR9
4194,55450,323.05,0.00,v5_7_0,v5_7_0,good,20.2,586,168,109,57,80,boss,boss,boss11,10437,DR9
4195,55452,324.74,0.00,v5_7_0,v5_7_0,good,20.2,527,204,108,66,95,boss,boss,boss11,10438,DR9
4196,55478,326.42,0.00,v5_7_0,v5_7_0,good,31.2,597,157,105,60,81,boss,boss,boss11,10439,DR9
4197,55479,328.11,0.00,v5_7_0,v5_7_0,good,35.9,626,157,86,40,91,boss,boss,boss11,10440,DR9
4198,55480,329.80,0.00,v5_7_0,v5_7_0,good,28.2,634,144,99,37,86,boss,boss,boss11,10441,DR9
4199,55481,331.48,0.00,v5_7_0,v5_7_0,good,23.1,572,167,103,55,103,boss,boss,boss11,10442,DR9
4200,55499,333.17,0.00,v5_7_0,v5_7_0,good,28.8,561,226,92,38,83,boss,boss,boss11,10443,DR9
4201,55443,334.85,0.00,v5_7_0,v5_7_0,good,24.3,597,192,88,43,80,boss,boss,boss11,10444,DR9
4202,55445,336.54,0.00,v5_7_0,v5_7_0,good,44.2,678,137,78,27,80,boss,boss,boss11,10445,DR9
4203,55447,338.22,0.00,v5_7_0,v5_7_0,good,20.9,584,194,97,45,80,boss,boss,boss11,10446,DR9
4204,55470,339.90,0.00,v5_7_0,v5_7_0,good,28.4,557,188,114,57,84,boss,boss,boss11,10447,DR9
4205,55454,341.59,0.00,v5_7_0,v5_7_0,good,25.8,636,161,83,40,80,boss,boss,boss11,10448,DR9
4206,55471,343.27,0.00,v5_7_0,v5_7_0,good,31.9,558,199,114,40,89,boss,boss,boss11,10449,DR9
4207,55475,344.96,0.00,v5_7_0,v5_7_0,good,20.1,559,179,103,73,86,boss,boss,boss11,10450,DR9
